scheme,horizon,week,sarima,prophet,xgboost,lstm
regime_adaptive,12,2019-10-07,0.1224,0.2629,0.3431,0.2717
regime_adaptive,12,2019-10-14,0.1329,0.2412,0.3187,0.3073
regime_adaptive,12,2019-10-21,0.1221,0.2687,0.2723,0.337
regime_adaptive,12,2019-10-28,0.1144,0.279,0.2341,0.3726
regime_adaptive,12,2019-11-04,0.1171,0.2632,0.2346,0.3851
regime_adaptive,12,2019-11-11,0.0983,0.2875,0.2387,0.3755
regime_adaptive,12,2019-11-18,0.0991,0.2912,0.2203,0.3894
regime_adaptive,12,2019-11-25,0.0948,0.2988,0.2291,0.3773
regime_adaptive,12,2019-12-02,0.0851,0.3082,0.2275,0.3792
regime_adaptive,12,2019-12-09,0.0818,0.3131,0.2254,0.3798
regime_adaptive,12,2019-12-16,0.0781,0.3247,0.2159,0.3813
regime_adaptive,12,2019-12-23,0.0615,0.3451,0.2264,0.367
regime_adaptive,12,2019-12-30,0.046,0.3822,0.1929,0.3788
regime_adaptive,12,2020-01-06,0.0104,0.4173,0.2707,0.3016
regime_adaptive,12,2020-01-13,0.0056,0.4869,0.173,0.3346
regime_adaptive,12,2020-01-20,0.0,0.5599,0.1341,0.3059
regime_adaptive,12,2020-01-27,0.0,0.6094,0.1268,0.2638
regime_adaptive,12,2020-02-03,0.0,0.6641,0.1452,0.1907
regime_adaptive,12,2020-02-10,0.0,0.7431,0.0503,0.2066
regime_adaptive,12,2020-02-17,0.0,0.8348,0.0,0.1652
regime_adaptive,12,2020-02-24,0.0,0.8675,0.0,0.1325
regime_adaptive,12,2020-03-02,0.0,0.9046,0.0,0.0954
regime_adaptive,12,2020-03-09,0.0,0.8885,0.0,0.1115
regime_adaptive,12,2020-03-16,0.0,0.9282,0.0,0.0718
regime_adaptive,12,2020-03-23,0.0,1.0,0.0,0.0
regime_adaptive,12,2020-03-30,0.0,1.0,0.0,0.0
regime_adaptive,12,2020-04-06,0.0,1.0,0.0,0.0
regime_adaptive,12,2020-04-13,0.0,1.0,0.0,0.0
regime_adaptive,12,2020-04-20,0.0,1.0,0.0,0.0
regime_adaptive,12,2020-04-27,0.0,1.0,0.0,0.0
regime_adaptive,12,2020-05-04,0.0,1.0,0.0,0.0
regime_adaptive,12,2020-05-11,0.0,0.9786,0.0,0.0214
regime_adaptive,12,2020-05-18,0.0,0.9842,0.0,0.0158
regime_adaptive,12,2020-05-25,0.0,0.9499,0.0,0.0501
regime_adaptive,12,2020-06-01,0.0,0.9254,0.0,0.0746
regime_adaptive,12,2020-06-08,0.0,0.9101,0.0,0.0899
regime_adaptive,12,2020-06-15,0.0,0.894,0.0,0.106
regime_adaptive,12,2020-06-22,0.0,0.9098,0.0,0.0902
regime_adaptive,12,2020-06-29,0.0,0.9124,0.0,0.0876
regime_adaptive,12,2020-07-06,0.0,0.904,0.0,0.096
regime_adaptive,12,2020-07-13,0.0,0.899,0.0,0.101
regime_adaptive,12,2020-07-20,0.0,0.8781,0.0,0.1219
regime_adaptive,12,2020-07-27,0.0,0.8582,0.0,0.1418
regime_adaptive,12,2020-08-03,0.0,0.8495,0.0,0.1505
regime_adaptive,12,2020-08-10,0.0,0.8458,0.0,0.1542
regime_adaptive,12,2020-08-17,0.0,0.8353,0.0,0.1647
regime_adaptive,12,2020-08-24,0.0,0.8324,0.0,0.1676
regime_adaptive,12,2020-08-31,0.0,0.834,0.0,0.166
regime_adaptive,12,2020-09-07,0.0,0.8421,0.0,0.1579
regime_adaptive,12,2020-09-14,0.0,0.8413,0.0,0.1587
regime_adaptive,12,2020-09-21,0.0,0.842,0.0,0.158
regime_adaptive,12,2020-09-28,0.0,0.8423,0.0,0.1577
regime_adaptive,12,2020-10-05,0.0,0.8468,0.0,0.1532
regime_adaptive,12,2020-10-12,0.0,0.8476,0.0,0.1524
regime_adaptive,12,2020-10-19,0.0,0.8427,0.0,0.1573
regime_adaptive,12,2020-10-26,0.0,0.8401,0.0,0.1599
regime_adaptive,12,2020-11-02,0.0,0.8398,0.0,0.1602
regime_adaptive,12,2020-11-09,0.0,0.8449,0.0,0.1551
regime_adaptive,12,2020-11-16,0.0,0.8488,0.0,0.1512
regime_adaptive,12,2020-11-23,0.0,0.8551,0.0,0.1449
regime_adaptive,12,2020-11-30,0.0,0.8601,0.0,0.1399
regime_adaptive,12,2020-12-07,0.0,0.8527,0.0,0.1473
regime_adaptive,12,2020-12-14,0.0,0.8499,0.0,0.1501
regime_adaptive,12,2020-12-21,0.0,0.8489,0.0,0.1511
regime_adaptive,12,2020-12-28,0.0,0.8501,0.0,0.1499
regime_adaptive,12,2021-01-04,0.0,0.8487,0.0,0.1513
regime_adaptive,12,2021-01-11,0.0,0.8453,0.0,0.1547
regime_adaptive,12,2021-01-18,0.0,0.8403,0.0,0.1597
regime_adaptive,12,2021-01-25,0.0,0.8385,0.0,0.1615
regime_adaptive,12,2021-02-01,0.0,0.8363,0.0,0.1637
regime_adaptive,12,2021-02-08,0.0,0.8317,0.0,0.1683
regime_adaptive,12,2021-02-15,0.0,0.8175,0.0248,0.1577
regime_adaptive,12,2021-02-22,0.0,0.8012,0.0635,0.1353
regime_adaptive,12,2021-03-01,0.0,0.7822,0.103,0.1149
regime_adaptive,12,2021-03-08,0.0,0.7996,0.0597,0.1407
regime_adaptive,12,2021-03-15,0.0,0.7904,0.076,0.1335
regime_adaptive,12,2021-03-22,0.0,0.7652,0.1158,0.119
regime_adaptive,12,2021-03-29,0.0116,0.7469,0.1283,0.1132
regime_adaptive,12,2021-04-05,0.0186,0.746,0.1024,0.133
regime_adaptive,12,2021-04-12,0.0207,0.7467,0.0929,0.1397
regime_adaptive,12,2021-04-19,0.0491,0.7156,0.0998,0.1354
regime_adaptive,12,2021-04-26,0.0696,0.6828,0.129,0.1187
regime_adaptive,12,2021-05-03,0.0885,0.6537,0.1547,0.1031
regime_adaptive,12,2021-05-10,0.1162,0.653,0.1146,0.1162
regime_adaptive,12,2021-05-17,0.1544,0.606,0.1459,0.0937
regime_adaptive,12,2021-05-24,0.1622,0.5745,0.1963,0.067
regime_adaptive,12,2021-05-31,0.192,0.5507,0.2011,0.0562
regime_adaptive,12,2021-06-07,0.2183,0.5228,0.221,0.0379
regime_adaptive,12,2021-06-14,0.2436,0.5036,0.2309,0.022
regime_adaptive,12,2021-06-21,0.2714,0.4731,0.2455,0.01
regime_adaptive,12,2021-06-28,0.2939,0.4513,0.2514,0.0034
regime_adaptive,12,2021-07-05,0.3239,0.4316,0.2445,0.0
regime_adaptive,12,2021-07-12,0.3342,0.4248,0.2332,0.0078
regime_adaptive,12,2021-07-19,0.3491,0.4164,0.2345,0.0
regime_adaptive,12,2021-07-26,0.3647,0.412,0.2232,0.0
regime_adaptive,12,2021-08-02,0.3846,0.4021,0.213,0.0002
regime_adaptive,12,2021-08-09,0.4014,0.3935,0.2013,0.0037
regime_adaptive,12,2021-08-16,0.4208,0.3891,0.1901,0.0
regime_adaptive,12,2021-08-23,0.4272,0.3817,0.1911,0.0
regime_adaptive,12,2021-08-30,0.4392,0.3728,0.188,0.0
regime_adaptive,12,2021-09-06,0.4547,0.361,0.1623,0.0219
regime_adaptive,12,2021-09-13,0.4647,0.3474,0.1401,0.0478
regime_adaptive,12,2021-09-20,0.4731,0.3389,0.1166,0.0714
regime_adaptive,12,2021-09-27,0.4891,0.3242,0.0906,0.0962
regime_adaptive,12,2021-10-04,0.5048,0.3153,0.0681,0.1118
regime_adaptive,12,2021-10-11,0.5161,0.3018,0.0412,0.1409
regime_adaptive,12,2021-10-18,0.5342,0.3022,0.0189,0.1446
regime_adaptive,12,2021-10-25,0.542,0.2986,0.0103,0.1491
regime_adaptive,12,2021-11-01,0.5469,0.2949,0.0127,0.1454
regime_adaptive,12,2021-11-08,0.5581,0.2719,0.0,0.17
regime_adaptive,12,2021-11-15,0.5717,0.2385,0.0,0.1898
regime_adaptive,12,2021-11-22,0.5791,0.1892,0.0,0.2317
regime_adaptive,12,2021-11-29,0.5931,0.1351,0.0,0.2718
regime_adaptive,12,2021-12-06,0.5989,0.1303,0.0,0.2707
regime_adaptive,12,2021-12-13,0.6038,0.1201,0.0,0.276
regime_adaptive,12,2021-12-20,0.61,0.1046,0.0,0.2854
regime_adaptive,12,2021-12-27,0.5926,0.1011,0.0,0.3063
regime_adaptive,12,2022-01-03,0.5802,0.0971,0.0147,0.308
regime_adaptive,12,2022-01-10,0.5679,0.0891,0.0405,0.3025
regime_adaptive,12,2022-01-17,0.5549,0.083,0.055,0.3071
regime_adaptive,12,2022-01-24,0.5366,0.0788,0.0731,0.3116
regime_adaptive,12,2022-01-31,0.5059,0.0642,0.1186,0.3113
regime_adaptive,12,2022-02-07,0.4998,0.0682,0.1194,0.3126
regime_adaptive,12,2022-02-14,0.4878,0.067,0.1667,0.2786
regime_adaptive,12,2022-02-21,0.4674,0.068,0.2208,0.2438
regime_adaptive,12,2022-02-28,0.4609,0.0695,0.2573,0.2124
regime_adaptive,12,2022-03-07,0.4824,0.0389,0.317,0.1617
regime_adaptive,12,2022-03-14,0.483,0.035,0.3736,0.1084
regime_adaptive,12,2022-03-21,0.4824,0.045,0.3735,0.0991
regime_adaptive,12,2022-03-28,0.4791,0.0509,0.4145,0.0555
regime_adaptive,12,2022-04-04,0.4738,0.0519,0.4743,0.0
regime_adaptive,12,2022-04-11,0.468,0.0377,0.4942,0.0
regime_adaptive,12,2022-04-18,0.4503,0.0654,0.4843,0.0
regime_adaptive,12,2022-04-25,0.434,0.1026,0.4635,0.0
regime_adaptive,12,2022-05-02,0.4142,0.1346,0.4512,0.0
regime_adaptive,12,2022-05-09,0.4475,0.0748,0.4777,0.0
regime_adaptive,12,2022-05-16,0.4196,0.1099,0.4706,0.0
regime_adaptive,12,2022-05-23,0.3857,0.1691,0.4452,0.0
regime_adaptive,12,2022-05-30,0.363,0.2023,0.4347,0.0
regime_adaptive,12,2022-06-06,0.3408,0.2263,0.4329,0.0
regime_adaptive,12,2022-06-13,0.3244,0.2323,0.4434,0.0
regime_adaptive,12,2022-06-20,0.2982,0.2596,0.4421,0.0
regime_adaptive,12,2022-06-27,0.2846,0.2726,0.4429,0.0
regime_adaptive,12,2022-07-04,0.2456,0.3139,0.4404,0.0
regime_adaptive,12,2022-07-11,0.2502,0.2893,0.4606,0.0
regime_adaptive,12,2022-07-18,0.2388,0.2964,0.4648,0.0
regime_adaptive,12,2022-07-25,0.2262,0.2938,0.48,0.0
regime_adaptive,12,2022-08-01,0.2109,0.2872,0.5019,0.0
regime_adaptive,12,2022-08-08,0.193,0.2864,0.5206,0.0
regime_adaptive,12,2022-08-15,0.1864,0.2717,0.5419,0.0
regime_adaptive,12,2022-08-22,0.1836,0.2613,0.555,0.0
regime_adaptive,12,2022-08-29,0.1781,0.265,0.5569,0.0
regime_adaptive,12,2022-09-05,0.1627,0.2671,0.5702,0.0
regime_adaptive,12,2022-09-12,0.1697,0.2464,0.5839,0.0
regime_adaptive,12,2022-09-19,0.1726,0.23,0.5974,0.0
regime_adaptive,12,2022-09-26,0.1653,0.2321,0.6026,0.0
regime_adaptive,12,2022-10-03,0.1537,0.2538,0.5925,0.0
regime_adaptive,12,2022-10-10,0.1523,0.2439,0.6039,0.0
regime_adaptive,12,2022-10-17,0.149,0.205,0.646,0.0
regime_adaptive,12,2022-10-24,0.1592,0.1624,0.6783,0.0
regime_adaptive,12,2022-10-31,0.1552,0.1496,0.6952,0.0
regime_adaptive,12,2022-11-07,0.1461,0.1518,0.7022,0.0
regime_adaptive,12,2022-11-14,0.1405,0.1485,0.707,0.004
regime_adaptive,12,2022-11-21,0.1348,0.1428,0.7082,0.0142
regime_adaptive,12,2022-11-28,0.1236,0.1421,0.7082,0.0262
regime_adaptive,12,2022-12-05,0.1185,0.1437,0.7079,0.0299
regime_adaptive,12,2022-12-12,0.113,0.1484,0.7086,0.0299
regime_adaptive,12,2022-12-19,0.1109,0.1479,0.7025,0.0387
regime_adaptive,12,2022-12-26,0.1081,0.1499,0.6993,0.0427
