primary_type,week,count
BATTERY,2009-01-12,1073
BATTERY,2009-01-19,1096
BATTERY,2009-01-26,1148
BATTERY,2009-02-02,1285
BATTERY,2009-02-09,1227
BATTERY,2009-02-16,1177
BATTERY,2009-02-23,1262
BATTERY,2009-03-02,1346
BATTERY,2009-03-09,1478
BATTERY,2009-03-16,1564
BATTERY,2009-03-23,1315
BATTERY,2009-03-30,1250
BATTERY,2009-04-06,1190
BATTERY,2009-04-13,1412
BATTERY,2009-04-20,1461
BATTERY,2009-04-27,1556
BATTERY,2009-05-04,1508
BATTERY,2009-05-11,1461
BATTERY,2009-05-18,1661
BATTERY,2009-05-25,1505
BATTERY,2009-06-01,1344
BATTERY,2009-06-08,1510
BATTERY,2009-06-15,1560
BATTERY,2009-06-22,1749
BATTERY,2009-06-29,1413
BATTERY,2009-07-06,1434
BATTERY,2009-07-13,1377
BATTERY,2009-07-20,1467
BATTERY,2009-07-27,1425
BATTERY,2009-08-03,1485
BATTERY,2009-08-10,1498
BATTERY,2009-08-17,1349
BATTERY,2009-08-24,1198
BATTERY,2009-08-31,1360
BATTERY,2009-09-07,1390
BATTERY,2009-09-14,1379
BATTERY,2009-09-21,1368
BATTERY,2009-09-28,1116
BATTERY,2009-10-05,1104
BATTERY,2009-10-12,1113
BATTERY,2009-10-19,1262
BATTERY,2009-10-26,1332
BATTERY,2009-11-02,1176
BATTERY,2009-11-09,1261
BATTERY,2009-11-16,1162
BATTERY,2009-11-23,1098
BATTERY,2009-11-30,1069
BATTERY,2009-12-07,1011
BATTERY,2009-12-14,1091
BATTERY,2009-12-21,941
BATTERY,2009-12-28,1044
BATTERY,2010-01-04,946
BATTERY,2010-01-11,1159
BATTERY,2010-01-18,1034
BATTERY,2010-01-25,1006
BATTERY,2010-02-01,1081
BATTERY,2010-02-08,963
BATTERY,2010-02-15,1108
BATTERY,2010-02-22,1100
BATTERY,2010-03-01,1284
BATTERY,2010-03-08,1478
BATTERY,2010-03-15,1370
BATTERY,2010-03-22,1365
BATTERY,2010-03-29,1395
BATTERY,2010-04-05,1330
BATTERY,2010-04-12,1472
BATTERY,2010-04-19,1221
BATTERY,2010-04-26,1440
BATTERY,2010-05-03,1419
BATTERY,2010-05-10,1342
BATTERY,2010-05-17,1405
BATTERY,2010-05-24,1599
BATTERY,2010-05-31,1394
BATTERY,2010-06-07,1495
BATTERY,2010-06-14,1539
BATTERY,2010-06-21,1525
BATTERY,2010-06-28,1458
BATTERY,2010-07-05,1551
BATTERY,2010-07-12,1392
BATTERY,2010-07-19,1368
BATTERY,2010-07-26,1323
BATTERY,2010-08-02,1366
BATTERY,2010-08-09,1353
BATTERY,2010-08-16,1365
BATTERY,2010-08-23,1343
BATTERY,2010-08-30,1298
BATTERY,2010-09-06,1249
BATTERY,2010-09-13,1262
BATTERY,2010-09-20,1327
BATTERY,2010-09-27,1139
BATTERY,2010-10-04,1223
BATTERY,2010-10-11,1234
BATTERY,2010-10-18,1174
BATTERY,2010-10-25,1278
BATTERY,2010-11-01,1120
BATTERY,2010-11-08,1155
BATTERY,2010-11-15,1054
BATTERY,2010-11-22,1026
BATTERY,2010-11-29,995
BATTERY,2010-12-06,952
BATTERY,2010-12-13,914
BATTERY,2010-12-20,867
BATTERY,2010-12-27,1047
BATTERY,2011-01-03,1004
BATTERY,2011-01-10,986
BATTERY,2011-01-17,932
BATTERY,2011-01-24,973
BATTERY,2011-01-31,743
BATTERY,2011-02-07,893
BATTERY,2011-02-14,1146
BATTERY,2011-02-21,973
BATTERY,2011-02-28,1088
BATTERY,2011-03-07,1087
BATTERY,2011-03-14,1356
BATTERY,2011-03-21,1172
BATTERY,2011-03-28,1147
BATTERY,2011-04-04,1306
BATTERY,2011-04-11,1201
BATTERY,2011-04-18,1008
BATTERY,2011-04-25,1270
BATTERY,2011-05-02,1285
BATTERY,2011-05-09,1326
BATTERY,2011-05-16,1307
BATTERY,2011-05-23,1207
BATTERY,2011-05-30,1511
BATTERY,2011-06-06,1357
BATTERY,2011-06-13,1465
BATTERY,2011-06-20,1332
BATTERY,2011-06-27,1332
BATTERY,2011-07-04,1506
BATTERY,2011-07-11,1388
BATTERY,2011-07-18,1315
BATTERY,2011-07-25,1346
BATTERY,2011-08-01,1342
BATTERY,2011-08-08,1167
BATTERY,2011-08-15,1223
BATTERY,2011-08-22,1210
BATTERY,2011-08-29,1272
BATTERY,2011-09-05,1133
BATTERY,2011-09-12,1100
BATTERY,2011-09-19,1095
BATTERY,2011-09-26,1004
BATTERY,2011-10-03,1191
BATTERY,2011-10-10,1109
BATTERY,2011-10-17,1072
BATTERY,2011-10-24,1167
BATTERY,2011-10-31,1125
BATTERY,2011-11-07,1009
BATTERY,2011-11-14,1048
BATTERY,2011-11-21,1020
BATTERY,2011-11-28,979
BATTERY,2011-12-05,980
BATTERY,2011-12-12,1061
BATTERY,2011-12-19,990
BATTERY,2011-12-26,1043
BATTERY,2012-01-02,891
BATTERY,2012-01-09,933
BATTERY,2012-01-16,864
BATTERY,2012-01-23,1050
BATTERY,2012-01-30,1014
BATTERY,2012-02-06,840
BATTERY,2012-02-13,1028
BATTERY,2012-02-20,958
BATTERY,2012-02-27,1009
BATTERY,2012-03-05,1180
BATTERY,2012-03-12,1363
BATTERY,2012-03-19,1287
BATTERY,2012-03-26,1041
BATTERY,2012-04-02,1018
BATTERY,2012-04-09,1107
BATTERY,2012-04-16,1112
BATTERY,2012-04-23,1110
BATTERY,2012-04-30,1329
BATTERY,2012-05-07,1175
BATTERY,2012-05-14,1422
BATTERY,2012-05-21,1314
BATTERY,2012-05-28,1362
BATTERY,2012-06-04,1385
BATTERY,2012-06-11,1404
BATTERY,2012-06-18,1468
BATTERY,2012-06-25,1192
BATTERY,2012-07-02,1481
BATTERY,2012-07-09,1383
BATTERY,2012-07-16,1309
BATTERY,2012-07-23,1239
BATTERY,2012-07-30,1306
BATTERY,2012-08-06,1178
BATTERY,2012-08-13,1170
BATTERY,2012-08-20,1237
BATTERY,2012-08-27,1218
BATTERY,2012-09-03,1193
BATTERY,2012-09-10,1113
BATTERY,2012-09-17,970
BATTERY,2012-09-24,1072
BATTERY,2012-10-01,1019
BATTERY,2012-10-08,1071
BATTERY,2012-10-15,1137
BATTERY,2012-10-22,1107
BATTERY,2012-10-29,987
BATTERY,2012-11-05,1077
BATTERY,2012-11-12,969
BATTERY,2012-11-19,963
BATTERY,2012-11-26,1005
BATTERY,2012-12-03,1041
BATTERY,2012-12-10,917
BATTERY,2012-12-17,850
BATTERY,2012-12-24,882
BATTERY,2012-12-31,973
BATTERY,2013-01-07,842
BATTERY,2013-01-14,896
BATTERY,2013-01-21,834
BATTERY,2013-01-28,884
BATTERY,2013-02-04,854
BATTERY,2013-02-11,893
BATTERY,2013-02-18,863
BATTERY,2013-02-25,939
BATTERY,2013-03-04,981
BATTERY,2013-03-11,1019
BATTERY,2013-03-18,984
BATTERY,2013-03-25,952
BATTERY,2013-04-01,1097
BATTERY,2013-04-08,1112
BATTERY,2013-04-15,999
BATTERY,2013-04-22,1116
BATTERY,2013-04-29,1205
BATTERY,2013-05-06,1130
BATTERY,2013-05-13,1272
BATTERY,2013-05-20,1121
BATTERY,2013-05-27,1183
BATTERY,2013-06-03,1210
BATTERY,2013-06-10,1253
BATTERY,2013-06-17,1331
BATTERY,2013-06-24,1288
BATTERY,2013-07-01,1303
BATTERY,2013-07-08,1200
BATTERY,2013-07-15,1247
BATTERY,2013-07-22,1137
BATTERY,2013-07-29,1072
BATTERY,2013-08-05,1170
BATTERY,2013-08-12,1096
BATTERY,2013-08-19,1142
BATTERY,2013-08-26,1174
BATTERY,2013-09-02,1176
BATTERY,2013-09-09,1137
BATTERY,2013-09-16,992
BATTERY,2013-09-23,1045
BATTERY,2013-09-30,1145
BATTERY,2013-10-07,1002
BATTERY,2013-10-14,945
BATTERY,2013-10-21,934
BATTERY,2013-10-28,1011
BATTERY,2013-11-04,931
BATTERY,2013-11-11,818
BATTERY,2013-11-18,913
BATTERY,2013-11-25,810
BATTERY,2013-12-02,823
BATTERY,2013-12-09,774
BATTERY,2013-12-16,883
BATTERY,2013-12-23,812
BATTERY,2013-12-30,806
BATTERY,2014-01-06,689
BATTERY,2014-01-13,827
BATTERY,2014-01-20,730
BATTERY,2014-01-27,766
BATTERY,2014-02-03,729
BATTERY,2014-02-10,755
BATTERY,2014-02-17,861
BATTERY,2014-02-24,803
BATTERY,2014-03-03,800
BATTERY,2014-03-10,953
BATTERY,2014-03-17,947
BATTERY,2014-03-24,891
BATTERY,2014-03-31,957
BATTERY,2014-04-07,1054
BATTERY,2014-04-14,901
BATTERY,2014-04-21,1012
BATTERY,2014-04-28,990
BATTERY,2014-05-05,1165
BATTERY,2014-05-12,1049
BATTERY,2014-05-19,1098
BATTERY,2014-05-26,1122
BATTERY,2014-06-02,1079
BATTERY,2014-06-09,1109
BATTERY,2014-06-16,1145
BATTERY,2014-06-23,1116
BATTERY,2014-06-30,1174
BATTERY,2014-07-07,1130
BATTERY,2014-07-14,1062
BATTERY,2014-07-21,1080
BATTERY,2014-07-28,993
BATTERY,2014-08-04,1061
BATTERY,2014-08-11,1042
BATTERY,2014-08-18,1043
BATTERY,2014-08-25,1084
BATTERY,2014-09-01,1056
BATTERY,2014-09-08,897
BATTERY,2014-09-15,984
BATTERY,2014-09-22,1041
BATTERY,2014-09-29,921
BATTERY,2014-10-06,898
BATTERY,2014-10-13,910
BATTERY,2014-10-20,955
BATTERY,2014-10-27,959
BATTERY,2014-11-03,892
BATTERY,2014-11-10,839
BATTERY,2014-11-17,815
BATTERY,2014-11-24,815
BATTERY,2014-12-01,836
BATTERY,2014-12-08,903
BATTERY,2014-12-15,821
BATTERY,2014-12-22,808
BATTERY,2014-12-29,837
BATTERY,2015-01-05,640
BATTERY,2015-01-12,781
BATTERY,2015-01-19,885
BATTERY,2015-01-26,780
BATTERY,2015-02-02,728
BATTERY,2015-02-09,734
BATTERY,2015-02-16,720
BATTERY,2015-02-23,770
BATTERY,2015-03-02,842
BATTERY,2015-03-09,1036
BATTERY,2015-03-16,989
BATTERY,2015-03-23,854
BATTERY,2015-03-30,1018
BATTERY,2015-04-06,832
BATTERY,2015-04-13,1052
BATTERY,2015-04-20,960
BATTERY,2015-04-27,1048
BATTERY,2015-05-04,1077
BATTERY,2015-05-11,1176
BATTERY,2015-05-18,1029
BATTERY,2015-05-25,1093
BATTERY,2015-06-01,1020
BATTERY,2015-06-08,1063
BATTERY,2015-06-15,1138
BATTERY,2015-06-22,1074
BATTERY,2015-06-29,1092
BATTERY,2015-07-06,956
BATTERY,2015-07-13,990
BATTERY,2015-07-20,1086
BATTERY,2015-07-27,1114
BATTERY,2015-08-03,1075
BATTERY,2015-08-10,1113
BATTERY,2015-08-17,1029
BATTERY,2015-08-24,898
BATTERY,2015-08-31,1041
BATTERY,2015-09-07,958
BATTERY,2015-09-14,1033
BATTERY,2015-09-21,1033
BATTERY,2015-09-28,810
BATTERY,2015-10-05,938
BATTERY,2015-10-12,925
BATTERY,2015-10-19,963
BATTERY,2015-10-26,925
BATTERY,2015-11-02,949
BATTERY,2015-11-09,781
BATTERY,2015-11-16,744
BATTERY,2015-11-23,789
BATTERY,2015-11-30,852
BATTERY,2015-12-07,890
BATTERY,2015-12-14,814
BATTERY,2015-12-21,826
BATTERY,2015-12-28,864
BATTERY,2016-01-04,796
BATTERY,2016-01-11,821
BATTERY,2016-01-18,760
BATTERY,2016-01-25,897
BATTERY,2016-02-01,837
BATTERY,2016-02-08,715
BATTERY,2016-02-15,904
BATTERY,2016-02-22,922
BATTERY,2016-02-29,798
BATTERY,2016-03-07,998
BATTERY,2016-03-14,991
BATTERY,2016-03-21,994
BATTERY,2016-03-28,1031
BATTERY,2016-04-04,852
BATTERY,2016-04-11,959
BATTERY,2016-04-18,994
BATTERY,2016-04-25,958
BATTERY,2016-05-02,1039
BATTERY,2016-05-09,1006
BATTERY,2016-05-16,1040
BATTERY,2016-05-23,1148
BATTERY,2016-05-30,1161
BATTERY,2016-06-06,1062
BATTERY,2016-06-13,1214
BATTERY,2016-06-20,1181
BATTERY,2016-06-27,1044
BATTERY,2016-07-04,1158
BATTERY,2016-07-11,986
BATTERY,2016-07-18,1019
BATTERY,2016-07-25,1051
BATTERY,2016-08-01,1099
BATTERY,2016-08-08,1008
BATTERY,2016-08-15,1070
BATTERY,2016-08-22,1002
BATTERY,2016-08-29,998
BATTERY,2016-09-05,1022
BATTERY,2016-09-12,1033
BATTERY,2016-09-19,1067
BATTERY,2016-09-26,927
BATTERY,2016-10-03,938
BATTERY,2016-10-10,949
BATTERY,2016-10-17,1004
BATTERY,2016-10-24,982
BATTERY,2016-10-31,1102
BATTERY,2016-11-07,880
BATTERY,2016-11-14,851
BATTERY,2016-11-21,802
BATTERY,2016-11-28,847
BATTERY,2016-12-05,724
BATTERY,2016-12-12,707
BATTERY,2016-12-19,784
BATTERY,2016-12-26,922
BATTERY,2017-01-02,713
BATTERY,2017-01-09,769
BATTERY,2017-01-16,815
BATTERY,2017-01-23,828
BATTERY,2017-01-30,829
BATTERY,2017-02-06,849
BATTERY,2017-02-13,888
BATTERY,2017-02-20,855
BATTERY,2017-02-27,818
BATTERY,2017-03-06,897
BATTERY,2017-03-13,814
BATTERY,2017-03-20,951
BATTERY,2017-03-27,900
BATTERY,2017-04-03,918
BATTERY,2017-04-10,967
BATTERY,2017-04-17,948
BATTERY,2017-04-24,977
BATTERY,2017-05-01,994
BATTERY,2017-05-08,940
BATTERY,2017-05-15,1120
BATTERY,2017-05-22,1033
BATTERY,2017-05-29,1154
BATTERY,2017-06-05,1094
BATTERY,2017-06-12,1142
BATTERY,2017-06-19,1057
BATTERY,2017-06-26,1007
BATTERY,2017-07-03,1119
BATTERY,2017-07-10,1026
BATTERY,2017-07-17,1045
BATTERY,2017-07-24,1054
BATTERY,2017-07-31,1032
BATTERY,2017-08-07,996
BATTERY,2017-08-14,1056
BATTERY,2017-08-21,1001
BATTERY,2017-08-28,899
BATTERY,2017-09-04,966
BATTERY,2017-09-11,1013
BATTERY,2017-09-18,1152
BATTERY,2017-09-25,1025
BATTERY,2017-10-02,954
BATTERY,2017-10-09,886
BATTERY,2017-10-16,1010
BATTERY,2017-10-23,879
BATTERY,2017-10-30,939
BATTERY,2017-11-06,870
BATTERY,2017-11-13,836
BATTERY,2017-11-20,843
BATTERY,2017-11-27,916
BATTERY,2017-12-04,876
BATTERY,2017-12-11,863
BATTERY,2017-12-18,796
BATTERY,2017-12-25,706
BATTERY,2018-01-01,793
BATTERY,2018-01-08,778
BATTERY,2018-01-15,791
BATTERY,2018-01-22,892
BATTERY,2018-01-29,758
BATTERY,2018-02-05,729
BATTERY,2018-02-12,850
BATTERY,2018-02-19,864
BATTERY,2018-02-26,870
BATTERY,2018-03-05,868
BATTERY,2018-03-12,963
BATTERY,2018-03-19,899
BATTERY,2018-03-26,825
BATTERY,2018-04-02,886
BATTERY,2018-04-09,893
BATTERY,2018-04-16,867
BATTERY,2018-04-23,885
BATTERY,2018-04-30,1201
BATTERY,2018-05-07,1022
BATTERY,2018-05-14,1041
BATTERY,2018-05-21,1174
BATTERY,2018-05-28,1227
BATTERY,2018-06-04,1025
BATTERY,2018-06-11,1103
BATTERY,2018-06-18,1069
BATTERY,2018-06-25,1098
BATTERY,2018-07-02,1215
BATTERY,2018-07-09,1064
BATTERY,2018-07-16,1096
BATTERY,2018-07-23,1049
BATTERY,2018-07-30,1131
BATTERY,2018-08-06,1035
BATTERY,2018-08-13,1075
BATTERY,2018-08-20,1000
BATTERY,2018-08-27,996
BATTERY,2018-09-03,957
BATTERY,2018-09-10,1001
BATTERY,2018-09-17,1095
BATTERY,2018-09-24,945
BATTERY,2018-10-01,990
BATTERY,2018-10-08,950
BATTERY,2018-10-15,914
BATTERY,2018-10-22,1049
BATTERY,2018-10-29,996
BATTERY,2018-11-05,843
BATTERY,2018-11-12,768
BATTERY,2018-11-19,860
BATTERY,2018-11-26,847
BATTERY,2018-12-03,900
BATTERY,2018-12-10,885
BATTERY,2018-12-17,881
BATTERY,2018-12-24,815
BATTERY,2018-12-31,966
BATTERY,2019-01-07,816
BATTERY,2019-01-14,780
BATTERY,2019-01-21,714
BATTERY,2019-01-28,712
BATTERY,2019-02-04,855
BATTERY,2019-02-11,899
BATTERY,2019-02-18,807
BATTERY,2019-02-25,793
BATTERY,2019-03-04,834
BATTERY,2019-03-11,962
BATTERY,2019-03-18,952
BATTERY,2019-03-25,950
BATTERY,2019-04-01,960
BATTERY,2019-04-08,883
BATTERY,2019-04-15,941
BATTERY,2019-04-22,940
BATTERY,2019-04-29,978
BATTERY,2019-05-06,1020
BATTERY,2019-05-13,1105
BATTERY,2019-05-20,1182
BATTERY,2019-05-27,1098
BATTERY,2019-06-03,1106
BATTERY,2019-06-10,1110
BATTERY,2019-06-17,1022
BATTERY,2019-06-24,1139
BATTERY,2019-07-01,1247
BATTERY,2019-07-08,1144
BATTERY,2019-07-15,1067
BATTERY,2019-07-22,1001
BATTERY,2019-07-29,1068
BATTERY,2019-08-05,1083
BATTERY,2019-08-12,1002
BATTERY,2019-08-19,1011
BATTERY,2019-08-26,979
BATTERY,2019-09-02,982
BATTERY,2019-09-09,1097
BATTERY,2019-09-16,1018
BATTERY,2019-09-23,940
BATTERY,2019-09-30,862
BATTERY,2019-10-07,881
BATTERY,2019-10-14,898
BATTERY,2019-10-21,896
BATTERY,2019-10-28,875
BATTERY,2019-11-04,873
BATTERY,2019-11-11,765
BATTERY,2019-11-18,886
BATTERY,2019-11-25,849
BATTERY,2019-12-02,887
BATTERY,2019-12-09,839
BATTERY,2019-12-16,870
BATTERY,2019-12-23,863
BATTERY,2019-12-30,966
BATTERY,2020-01-06,747
BATTERY,2020-01-13,763
BATTERY,2020-01-20,792
BATTERY,2020-01-27,884
BATTERY,2020-02-03,810
BATTERY,2020-02-10,779
BATTERY,2020-02-17,842
BATTERY,2020-02-24,789
BATTERY,2020-03-02,851
BATTERY,2020-03-09,900
BATTERY,2020-03-16,757
BATTERY,2020-03-23,728
BATTERY,2020-03-30,683
BATTERY,2020-04-06,662
BATTERY,2020-04-13,570
BATTERY,2020-04-20,605
BATTERY,2020-04-27,699
BATTERY,2020-05-04,639
BATTERY,2020-05-11,753
BATTERY,2020-05-18,766
BATTERY,2020-05-25,1001
BATTERY,2020-06-01,892
BATTERY,2020-06-08,855
BATTERY,2020-06-15,997
BATTERY,2020-06-22,959
BATTERY,2020-06-29,994
BATTERY,2020-07-06,930
BATTERY,2020-07-13,946
BATTERY,2020-07-20,917
BATTERY,2020-07-27,814
BATTERY,2020-08-03,908
BATTERY,2020-08-10,938
BATTERY,2020-08-17,941
BATTERY,2020-08-24,910
BATTERY,2020-08-31,890
BATTERY,2020-09-07,726
BATTERY,2020-09-14,829
BATTERY,2020-09-21,865
BATTERY,2020-09-28,728
BATTERY,2020-10-05,874
BATTERY,2020-10-12,769
BATTERY,2020-10-19,720
BATTERY,2020-10-26,751
BATTERY,2020-11-02,831
BATTERY,2020-11-09,677
BATTERY,2020-11-16,644
BATTERY,2020-11-23,634
BATTERY,2020-11-30,622
BATTERY,2020-12-07,600
BATTERY,2020-12-14,609
BATTERY,2020-12-21,660
BATTERY,2020-12-28,685
BATTERY,2021-01-04,594
BATTERY,2021-01-11,596
BATTERY,2021-01-18,647
BATTERY,2021-01-25,591
BATTERY,2021-02-01,633
BATTERY,2021-02-08,546
BATTERY,2021-02-15,575
BATTERY,2021-02-22,684
BATTERY,2021-03-01,685
BATTERY,2021-03-08,737
BATTERY,2021-03-15,670
BATTERY,2021-03-22,724
BATTERY,2021-03-29,727
BATTERY,2021-04-05,729
BATTERY,2021-04-12,732
BATTERY,2021-04-19,643
BATTERY,2021-04-26,835
BATTERY,2021-05-03,766
BATTERY,2021-05-10,774
BATTERY,2021-05-17,919
BATTERY,2021-05-24,800
BATTERY,2021-05-31,899
BATTERY,2021-06-07,960
BATTERY,2021-06-14,937
BATTERY,2021-06-21,829
BATTERY,2021-06-28,888
BATTERY,2021-07-05,878
BATTERY,2021-07-12,807
BATTERY,2021-07-19,887
BATTERY,2021-07-26,924
BATTERY,2021-08-02,889
BATTERY,2021-08-09,800
BATTERY,2021-08-16,845
BATTERY,2021-08-23,849
BATTERY,2021-08-30,920
BATTERY,2021-09-06,927
BATTERY,2021-09-13,976
BATTERY,2021-09-20,802
BATTERY,2021-09-27,891
BATTERY,2021-10-04,888
BATTERY,2021-10-11,846
BATTERY,2021-10-18,813
BATTERY,2021-10-25,798
BATTERY,2021-11-01,787
BATTERY,2021-11-08,661
BATTERY,2021-11-15,736
BATTERY,2021-11-22,718
BATTERY,2021-11-29,762
BATTERY,2021-12-06,713
BATTERY,2021-12-13,719
BATTERY,2021-12-20,710
BATTERY,2021-12-27,684
BATTERY,2022-01-03,520
BATTERY,2022-01-10,664
BATTERY,2022-01-17,690
BATTERY,2022-01-24,656
BATTERY,2022-01-31,672
BATTERY,2022-02-07,682
BATTERY,2022-02-14,744
BATTERY,2022-02-21,673
BATTERY,2022-02-28,753
BATTERY,2022-03-07,717
BATTERY,2022-03-14,787
BATTERY,2022-03-21,800
BATTERY,2022-03-28,749
BATTERY,2022-04-04,837
BATTERY,2022-04-11,741
BATTERY,2022-04-18,769
BATTERY,2022-04-25,808
BATTERY,2022-05-02,732
BATTERY,2022-05-09,975
BATTERY,2022-05-16,912
BATTERY,2022-05-23,856
BATTERY,2022-05-30,965
BATTERY,2022-06-06,843
BATTERY,2022-06-13,971
BATTERY,2022-06-20,928
BATTERY,2022-06-27,876
BATTERY,2022-07-04,882
BATTERY,2022-07-11,722
BATTERY,2022-07-18,907
BATTERY,2022-07-25,828
BATTERY,2022-08-01,915
BATTERY,2022-08-08,878
BATTERY,2022-08-15,813
BATTERY,2022-08-22,808
BATTERY,2022-08-29,882
BATTERY,2022-09-05,879
BATTERY,2022-09-12,868
BATTERY,2022-09-19,885
BATTERY,2022-09-26,817
BATTERY,2022-10-03,731
BATTERY,2022-10-10,725
BATTERY,2022-10-17,821
BATTERY,2022-10-24,838
BATTERY,2022-10-31,812
BATTERY,2022-11-07,752
BATTERY,2022-11-14,656
BATTERY,2022-11-21,709
BATTERY,2022-11-28,703
BATTERY,2022-12-05,733
BATTERY,2022-12-12,656
BATTERY,2022-12-19,627
BATTERY,2022-12-26,798
BATTERY,2023-01-02,682
BATTERY,2023-01-09,702
BATTERY,2023-01-16,776
BATTERY,2023-01-23,639
BATTERY,2023-01-30,733
BATTERY,2023-02-06,802
BATTERY,2023-02-13,782
BATTERY,2023-02-20,711
BATTERY,2023-02-27,756
BATTERY,2023-03-06,783
BATTERY,2023-03-13,742
BATTERY,2023-03-20,783
BATTERY,2023-03-27,811
BATTERY,2023-04-03,738
BATTERY,2023-04-10,953
BATTERY,2023-04-17,856
BATTERY,2023-04-24,821
BATTERY,2023-05-01,892
BATTERY,2023-05-08,831
BATTERY,2023-05-15,932
BATTERY,2023-05-22,931
BATTERY,2023-05-29,976
BATTERY,2023-06-05,895
BATTERY,2023-06-12,832
BATTERY,2023-06-19,986
BATTERY,2023-06-26,878
BATTERY,2023-07-03,973
BATTERY,2023-07-10,895
BATTERY,2023-07-17,927
BATTERY,2023-07-24,999
BATTERY,2023-07-31,902
BATTERY,2023-08-07,943
BATTERY,2023-08-14,881
BATTERY,2023-08-21,980
BATTERY,2023-08-28,944
BATTERY,2023-09-04,948
BATTERY,2023-09-11,908
BATTERY,2023-09-18,897
BATTERY,2023-09-25,929
BATTERY,2023-10-02,872
BATTERY,2023-10-09,821
BATTERY,2023-10-16,871
BATTERY,2023-10-23,901
BATTERY,2023-10-30,832
BATTERY,2023-11-06,808
BATTERY,2023-11-13,876
BATTERY,2023-11-20,788
BATTERY,2023-11-27,777
BATTERY,2023-12-04,801
BATTERY,2023-12-11,772
BATTERY,2023-12-18,813
BATTERY,2023-12-25,766
BATTERY,2024-01-01,846
BATTERY,2024-01-08,666
BATTERY,2024-01-15,644
BATTERY,2024-01-22,804
BATTERY,2024-01-29,847
BATTERY,2024-02-05,812
BATTERY,2024-02-12,828
BATTERY,2024-02-19,856
BATTERY,2024-02-26,843
BATTERY,2024-03-04,875
BATTERY,2024-03-11,854
BATTERY,2024-03-18,808
BATTERY,2024-03-25,770
BATTERY,2024-04-01,781
BATTERY,2024-04-08,984
BATTERY,2024-04-15,850
BATTERY,2024-04-22,909
BATTERY,2024-04-29,984
BATTERY,2024-05-06,942
BATTERY,2024-05-13,1063
BATTERY,2024-05-20,1045
BATTERY,2024-05-27,957
BATTERY,2024-06-03,1048
BATTERY,2024-06-10,975
BATTERY,2024-06-17,1051
BATTERY,2024-06-24,952
BATTERY,2024-07-01,1088
BATTERY,2024-07-08,836
BATTERY,2024-07-15,899
BATTERY,2024-07-22,946
BATTERY,2024-07-29,930
BATTERY,2024-08-05,884
BATTERY,2024-08-12,825
BATTERY,2024-08-19,865
BATTERY,2024-08-26,945
BATTERY,2024-09-02,948
BATTERY,2024-09-09,1011
BATTERY,2024-09-16,975
BATTERY,2024-09-23,920
BATTERY,2024-09-30,916
BATTERY,2024-10-07,855
BATTERY,2024-10-14,823
BATTERY,2024-10-21,926
BATTERY,2024-10-28,948
BATTERY,2024-11-04,814
BATTERY,2024-11-11,873
BATTERY,2024-11-18,801
BATTERY,2024-11-25,714
BATTERY,2024-12-02,770
BATTERY,2024-12-09,867
BATTERY,2024-12-16,749
BATTERY,2024-12-23,811
BATTERY,2024-12-30,797
BATTERY,2025-01-06,638
BATTERY,2025-01-13,649
BATTERY,2025-01-20,698
BATTERY,2025-01-27,747
BATTERY,2025-02-03,658
BATTERY,2025-02-10,663
BATTERY,2025-02-17,719
BATTERY,2025-02-24,716
BATTERY,2025-03-03,744
BATTERY,2025-03-10,892
BATTERY,2025-03-17,821
BATTERY,2025-03-24,788
BATTERY,2025-03-31,768
BATTERY,2025-04-07,798
BATTERY,2025-04-14,814
BATTERY,2025-04-21,864
BATTERY,2025-04-28,848
BATTERY,2025-05-05,792
BATTERY,2025-05-12,944
BATTERY,2025-05-19,790
BATTERY,2025-05-26,930
BATTERY,2025-06-02,895
BATTERY,2025-06-09,924
BATTERY,2025-06-16,948
BATTERY,2025-06-23,985
BATTERY,2025-06-30,1043
BATTERY,2025-07-07,890
BATTERY,2025-07-14,874
BATTERY,2025-07-21,875
BATTERY,2025-07-28,887
BATTERY,2025-08-04,895
BATTERY,2025-08-11,869
BATTERY,2025-08-18,867
BATTERY,2025-08-25,885
BATTERY,2025-09-01,885
BATTERY,2025-09-08,885
BATTERY,2025-09-15,926
BATTERY,2025-09-22,848
BATTERY,2025-09-29,945
BATTERY,2025-10-06,773
BATTERY,2025-10-13,760
BATTERY,2025-10-20,830
BATTERY,2025-10-27,852
BATTERY,2025-11-03,802
BATTERY,2025-11-10,783
BATTERY,2025-11-17,850
BATTERY,2025-11-24,695
BATTERY,2025-12-01,718
BATTERY,2025-12-08,685
BATTERY,2025-12-15,731
BATTERY,2025-12-22,687
BATTERY,2025-12-29,706
BATTERY,2026-01-05,695
BATTERY,2026-01-12,636
BATTERY,2026-01-19,658
BATTERY,2026-01-26,682
BATTERY,2026-02-02,672
BATTERY,2026-02-09,809
BATTERY,2026-02-16,789
BATTERY,2026-02-23,726
BATTERY,2026-03-02,720
BATTERY,2026-03-09,808
BATTERY,2026-03-16,775
BATTERY,2026-03-23,737
BATTERY,2026-03-30,787
BATTERY,2026-04-06,841
BATTERY,2026-04-13,865
BATTERY,2026-04-20,802
BATTERY,2026-04-27,841
BATTERY,2026-05-04,874
BATTERY,2026-05-11,898
BATTERY,2026-05-18,890
BATTERY,2026-05-25,925
BATTERY,2026-06-01,946
CRIMINAL DAMAGE,2001-01-01,1047
