primary_type,week,count
ASSAULT,2017-09-18,426
ASSAULT,2017-09-25,431
ASSAULT,2017-10-02,391
ASSAULT,2017-10-09,359
ASSAULT,2017-10-16,399
ASSAULT,2017-10-23,324
ASSAULT,2017-10-30,374
ASSAULT,2017-11-06,338
ASSAULT,2017-11-13,328
ASSAULT,2017-11-20,316
ASSAULT,2017-11-27,357
ASSAULT,2017-12-04,310
ASSAULT,2017-12-11,320
ASSAULT,2017-12-18,336
ASSAULT,2017-12-25,254
ASSAULT,2018-01-01,287
ASSAULT,2018-01-08,323
ASSAULT,2018-01-15,317
ASSAULT,2018-01-22,354
ASSAULT,2018-01-29,325
ASSAULT,2018-02-05,268
ASSAULT,2018-02-12,375
ASSAULT,2018-02-19,371
ASSAULT,2018-02-26,377
ASSAULT,2018-03-05,370
ASSAULT,2018-03-12,388
ASSAULT,2018-03-19,338
ASSAULT,2018-03-26,349
ASSAULT,2018-04-02,335
ASSAULT,2018-04-09,393
ASSAULT,2018-04-16,372
ASSAULT,2018-04-23,425
ASSAULT,2018-04-30,475
ASSAULT,2018-05-07,409
ASSAULT,2018-05-14,454
ASSAULT,2018-05-21,481
ASSAULT,2018-05-28,486
ASSAULT,2018-06-04,429
ASSAULT,2018-06-11,444
ASSAULT,2018-06-18,430
ASSAULT,2018-06-25,447
ASSAULT,2018-07-02,462
ASSAULT,2018-07-09,439
ASSAULT,2018-07-16,428
ASSAULT,2018-07-23,424
ASSAULT,2018-07-30,427
ASSAULT,2018-08-06,410
ASSAULT,2018-08-13,418
ASSAULT,2018-08-20,403
ASSAULT,2018-08-27,438
ASSAULT,2018-09-03,411
ASSAULT,2018-09-10,437
ASSAULT,2018-09-17,444
ASSAULT,2018-09-24,392
ASSAULT,2018-10-01,425
ASSAULT,2018-10-08,362
ASSAULT,2018-10-15,353
ASSAULT,2018-10-22,404
ASSAULT,2018-10-29,385
ASSAULT,2018-11-05,401
ASSAULT,2018-11-12,314
ASSAULT,2018-11-19,334
ASSAULT,2018-11-26,395
ASSAULT,2018-12-03,358
ASSAULT,2018-12-10,391
ASSAULT,2018-12-17,350
ASSAULT,2018-12-24,339
ASSAULT,2018-12-31,335
ASSAULT,2019-01-07,340
ASSAULT,2019-01-14,344
ASSAULT,2019-01-21,313
ASSAULT,2019-01-28,326
ASSAULT,2019-02-04,367
ASSAULT,2019-02-11,387
ASSAULT,2019-02-18,329
ASSAULT,2019-02-25,325
ASSAULT,2019-03-04,317
ASSAULT,2019-03-11,427
ASSAULT,2019-03-18,393
ASSAULT,2019-03-25,385
ASSAULT,2019-04-01,407
ASSAULT,2019-04-08,406
ASSAULT,2019-04-15,377
ASSAULT,2019-04-22,427
ASSAULT,2019-04-29,436
ASSAULT,2019-05-06,427
ASSAULT,2019-05-13,467
ASSAULT,2019-05-20,513
ASSAULT,2019-05-27,459
ASSAULT,2019-06-03,488
ASSAULT,2019-06-10,452
ASSAULT,2019-06-17,476
ASSAULT,2019-06-24,449
ASSAULT,2019-07-01,451
ASSAULT,2019-07-08,453
ASSAULT,2019-07-15,436
ASSAULT,2019-07-22,421
ASSAULT,2019-07-29,407
ASSAULT,2019-08-05,407
ASSAULT,2019-08-12,436
ASSAULT,2019-08-19,411
ASSAULT,2019-08-26,399
ASSAULT,2019-09-02,401
ASSAULT,2019-09-09,444
ASSAULT,2019-09-16,441
ASSAULT,2019-09-23,393
ASSAULT,2019-09-30,419
ASSAULT,2019-10-07,389
ASSAULT,2019-10-14,396
ASSAULT,2019-10-21,364
ASSAULT,2019-10-28,397
ASSAULT,2019-11-04,343
ASSAULT,2019-11-11,294
ASSAULT,2019-11-18,388
ASSAULT,2019-11-25,309
ASSAULT,2019-12-02,378
ASSAULT,2019-12-09,365
ASSAULT,2019-12-16,327
ASSAULT,2019-12-23,344
ASSAULT,2019-12-30,322
ASSAULT,2020-01-06,336
ASSAULT,2020-01-13,358
ASSAULT,2020-01-20,337
ASSAULT,2020-01-27,354
ASSAULT,2020-02-03,324
ASSAULT,2020-02-10,323
ASSAULT,2020-02-17,348
ASSAULT,2020-02-24,331
ASSAULT,2020-03-02,384
ASSAULT,2020-03-09,371
ASSAULT,2020-03-16,312
ASSAULT,2020-03-23,287
ASSAULT,2020-03-30,266
ASSAULT,2020-04-06,272
ASSAULT,2020-04-13,257
ASSAULT,2020-04-20,248
ASSAULT,2020-04-27,299
ASSAULT,2020-05-04,281
ASSAULT,2020-05-11,329
ASSAULT,2020-05-18,327
ASSAULT,2020-05-25,398
ASSAULT,2020-06-01,396
ASSAULT,2020-06-08,367
ASSAULT,2020-06-15,405
ASSAULT,2020-06-22,427
ASSAULT,2020-06-29,456
ASSAULT,2020-07-06,424
ASSAULT,2020-07-13,426
ASSAULT,2020-07-20,404
ASSAULT,2020-07-27,443
ASSAULT,2020-08-03,399
ASSAULT,2020-08-10,421
ASSAULT,2020-08-17,406
ASSAULT,2020-08-24,416
ASSAULT,2020-08-31,423
ASSAULT,2020-09-07,383
ASSAULT,2020-09-14,380
ASSAULT,2020-09-21,406
ASSAULT,2020-09-28,378
ASSAULT,2020-10-05,371
ASSAULT,2020-10-12,342
ASSAULT,2020-10-19,333
ASSAULT,2020-10-26,314
ASSAULT,2020-11-02,346
ASSAULT,2020-11-09,309
ASSAULT,2020-11-16,310
ASSAULT,2020-11-23,281
ASSAULT,2020-11-30,282
ASSAULT,2020-12-07,294
ASSAULT,2020-12-14,306
ASSAULT,2020-12-21,282
ASSAULT,2020-12-28,253
ASSAULT,2021-01-04,313
ASSAULT,2021-01-11,333
ASSAULT,2021-01-18,281
ASSAULT,2021-01-25,306
ASSAULT,2021-02-01,313
ASSAULT,2021-02-08,288
ASSAULT,2021-02-15,321
ASSAULT,2021-02-22,362
ASSAULT,2021-03-01,301
ASSAULT,2021-03-08,328
ASSAULT,2021-03-15,324
ASSAULT,2021-03-22,348
ASSAULT,2021-03-29,368
ASSAULT,2021-04-05,384
ASSAULT,2021-04-12,353
ASSAULT,2021-04-19,341
ASSAULT,2021-04-26,445
ASSAULT,2021-05-03,387
ASSAULT,2021-05-10,368
ASSAULT,2021-05-17,446
ASSAULT,2021-05-24,410
ASSAULT,2021-05-31,418
ASSAULT,2021-06-07,447
ASSAULT,2021-06-14,439
ASSAULT,2021-06-21,456
ASSAULT,2021-06-28,449
ASSAULT,2021-07-05,445
ASSAULT,2021-07-12,429
ASSAULT,2021-07-19,439
ASSAULT,2021-07-26,458
ASSAULT,2021-08-02,437
ASSAULT,2021-08-09,390
ASSAULT,2021-08-16,409
ASSAULT,2021-08-23,457
ASSAULT,2021-08-30,447
ASSAULT,2021-09-06,488
ASSAULT,2021-09-13,506
ASSAULT,2021-09-20,426
ASSAULT,2021-09-27,483
ASSAULT,2021-10-04,493
ASSAULT,2021-10-11,422
ASSAULT,2021-10-18,371
ASSAULT,2021-10-25,386
ASSAULT,2021-11-01,400
ASSAULT,2021-11-08,424
ASSAULT,2021-11-15,368
ASSAULT,2021-11-22,330
ASSAULT,2021-11-29,427
ASSAULT,2021-12-06,365
ASSAULT,2021-12-13,371
ASSAULT,2021-12-20,298
ASSAULT,2021-12-27,321
ASSAULT,2022-01-03,270
ASSAULT,2022-01-10,301
ASSAULT,2022-01-17,324
ASSAULT,2022-01-24,311
ASSAULT,2022-01-31,309
ASSAULT,2022-02-07,381
ASSAULT,2022-02-14,355
ASSAULT,2022-02-21,328
ASSAULT,2022-02-28,342
ASSAULT,2022-03-07,333
ASSAULT,2022-03-14,409
ASSAULT,2022-03-21,402
ASSAULT,2022-03-28,353
ASSAULT,2022-04-04,338
ASSAULT,2022-04-11,337
ASSAULT,2022-04-18,393
ASSAULT,2022-04-25,387
ASSAULT,2022-05-02,388
ASSAULT,2022-05-09,437
ASSAULT,2022-05-16,468
ASSAULT,2022-05-23,494
ASSAULT,2022-05-30,474
ASSAULT,2022-06-06,505
ASSAULT,2022-06-13,436
ASSAULT,2022-06-20,477
ASSAULT,2022-06-27,484
ASSAULT,2022-07-04,433
ASSAULT,2022-07-11,418
ASSAULT,2022-07-18,448
ASSAULT,2022-07-25,446
ASSAULT,2022-08-01,462
ASSAULT,2022-08-08,441
ASSAULT,2022-08-15,419
ASSAULT,2022-08-22,457
ASSAULT,2022-08-29,478
ASSAULT,2022-09-05,465
ASSAULT,2022-09-12,437
ASSAULT,2022-09-19,407
ASSAULT,2022-09-26,451
ASSAULT,2022-10-03,392
ASSAULT,2022-10-10,397
ASSAULT,2022-10-17,428
ASSAULT,2022-10-24,426
ASSAULT,2022-10-31,460
ASSAULT,2022-11-07,397
ASSAULT,2022-11-14,379
ASSAULT,2022-11-21,326
ASSAULT,2022-11-28,387
ASSAULT,2022-12-05,384
ASSAULT,2022-12-12,380
ASSAULT,2022-12-19,279
ASSAULT,2022-12-26,397
ASSAULT,2023-01-02,340
ASSAULT,2023-01-09,417
ASSAULT,2023-01-16,355
ASSAULT,2023-01-23,393
ASSAULT,2023-01-30,349
ASSAULT,2023-02-06,377
ASSAULT,2023-02-13,378
ASSAULT,2023-02-20,370
ASSAULT,2023-02-27,401
ASSAULT,2023-03-06,382
ASSAULT,2023-03-13,369
ASSAULT,2023-03-20,436
ASSAULT,2023-03-27,409
ASSAULT,2023-04-03,432
ASSAULT,2023-04-10,454
ASSAULT,2023-04-17,406
ASSAULT,2023-04-24,411
ASSAULT,2023-05-01,470
ASSAULT,2023-05-08,457
ASSAULT,2023-05-15,461
ASSAULT,2023-05-22,451
ASSAULT,2023-05-29,467
ASSAULT,2023-06-05,462
ASSAULT,2023-06-12,460
ASSAULT,2023-06-19,481
ASSAULT,2023-06-26,450
ASSAULT,2023-07-03,483
ASSAULT,2023-07-10,485
ASSAULT,2023-07-17,476
ASSAULT,2023-07-24,440
ASSAULT,2023-07-31,460
ASSAULT,2023-08-07,473
ASSAULT,2023-08-14,461
ASSAULT,2023-08-21,511
ASSAULT,2023-08-28,470
ASSAULT,2023-09-04,487
ASSAULT,2023-09-11,480
ASSAULT,2023-09-18,462
ASSAULT,2023-09-25,511
ASSAULT,2023-10-02,433
ASSAULT,2023-10-09,410
ASSAULT,2023-10-16,478
ASSAULT,2023-10-23,492
ASSAULT,2023-10-30,427
ASSAULT,2023-11-06,441
ASSAULT,2023-11-13,442
ASSAULT,2023-11-20,352
ASSAULT,2023-11-27,402
ASSAULT,2023-12-04,412
ASSAULT,2023-12-11,375
ASSAULT,2023-12-18,413
ASSAULT,2023-12-25,424
ASSAULT,2024-01-01,432
ASSAULT,2024-01-08,349
ASSAULT,2024-01-15,354
ASSAULT,2024-01-22,405
ASSAULT,2024-01-29,418
ASSAULT,2024-02-05,435
ASSAULT,2024-02-12,415
ASSAULT,2024-02-19,396
ASSAULT,2024-02-26,472
ASSAULT,2024-03-04,420
ASSAULT,2024-03-11,434
ASSAULT,2024-03-18,434
ASSAULT,2024-03-25,391
ASSAULT,2024-04-01,403
ASSAULT,2024-04-08,468
ASSAULT,2024-04-15,469
ASSAULT,2024-04-22,464
ASSAULT,2024-04-29,527
ASSAULT,2024-05-06,466
ASSAULT,2024-05-13,539
ASSAULT,2024-05-20,539
ASSAULT,2024-05-27,530
ASSAULT,2024-06-03,549
ASSAULT,2024-06-10,461
ASSAULT,2024-06-17,477
ASSAULT,2024-06-24,451
ASSAULT,2024-07-01,495
ASSAULT,2024-07-08,474
ASSAULT,2024-07-15,462
ASSAULT,2024-07-22,469
ASSAULT,2024-07-29,519
ASSAULT,2024-08-05,444
ASSAULT,2024-08-12,445
ASSAULT,2024-08-19,417
ASSAULT,2024-08-26,516
ASSAULT,2024-09-02,518
ASSAULT,2024-09-09,530
ASSAULT,2024-09-16,482
ASSAULT,2024-09-23,451
ASSAULT,2024-09-30,524
ASSAULT,2024-10-07,471
ASSAULT,2024-10-14,462
ASSAULT,2024-10-21,471
ASSAULT,2024-10-28,484
ASSAULT,2024-11-04,434
ASSAULT,2024-11-11,423
ASSAULT,2024-11-18,374
ASSAULT,2024-11-25,328
ASSAULT,2024-12-02,385
ASSAULT,2024-12-09,384
ASSAULT,2024-12-16,372
ASSAULT,2024-12-23,351
ASSAULT,2024-12-30,365
ASSAULT,2025-01-06,339
ASSAULT,2025-01-13,336
ASSAULT,2025-01-20,300
ASSAULT,2025-01-27,429
ASSAULT,2025-02-03,337
ASSAULT,2025-02-10,308
ASSAULT,2025-02-17,377
ASSAULT,2025-02-24,385
ASSAULT,2025-03-03,402
ASSAULT,2025-03-10,448
ASSAULT,2025-03-17,372
ASSAULT,2025-03-24,377
ASSAULT,2025-03-31,405
ASSAULT,2025-04-07,432
ASSAULT,2025-04-14,442
ASSAULT,2025-04-21,468
ASSAULT,2025-04-28,464
ASSAULT,2025-05-05,451
ASSAULT,2025-05-12,445
ASSAULT,2025-05-19,438
ASSAULT,2025-05-26,464
ASSAULT,2025-06-02,424
ASSAULT,2025-06-09,497
ASSAULT,2025-06-16,441
ASSAULT,2025-06-23,487
ASSAULT,2025-06-30,456
ASSAULT,2025-07-07,420
ASSAULT,2025-07-14,492
ASSAULT,2025-07-21,476
ASSAULT,2025-07-28,466
ASSAULT,2025-08-04,441
ASSAULT,2025-08-11,443
ASSAULT,2025-08-18,456
ASSAULT,2025-08-25,430
ASSAULT,2025-09-01,439
ASSAULT,2025-09-08,468
ASSAULT,2025-09-15,488
ASSAULT,2025-09-22,440
ASSAULT,2025-09-29,501
ASSAULT,2025-10-06,430
ASSAULT,2025-10-13,406
ASSAULT,2025-10-20,403
ASSAULT,2025-10-27,418
ASSAULT,2025-11-03,370
ASSAULT,2025-11-10,374
ASSAULT,2025-11-17,408
ASSAULT,2025-11-24,360
ASSAULT,2025-12-01,325
ASSAULT,2025-12-08,377
ASSAULT,2025-12-15,341
ASSAULT,2025-12-22,295
ASSAULT,2025-12-29,304
ASSAULT,2026-01-05,355
ASSAULT,2026-01-12,317
ASSAULT,2026-01-19,308
ASSAULT,2026-01-26,333
ASSAULT,2026-02-02,344
ASSAULT,2026-02-09,390
ASSAULT,2026-02-16,381
ASSAULT,2026-02-23,362
ASSAULT,2026-03-02,352
ASSAULT,2026-03-09,364
ASSAULT,2026-03-16,356
ASSAULT,2026-03-23,367
ASSAULT,2026-03-30,416
ASSAULT,2026-04-06,391
ASSAULT,2026-04-13,446
ASSAULT,2026-04-20,455
ASSAULT,2026-04-27,414
ASSAULT,2026-05-04,436
ASSAULT,2026-05-11,448
ASSAULT,2026-05-18,467
ASSAULT,2026-05-25,403
ASSAULT,2026-06-01,419
BATTERY,2001-01-01,1410
BATTERY,2001-01-08,1564
BATTERY,2001-01-15,1521
BATTERY,2001-01-22,1410
BATTERY,2001-01-29,1490
BATTERY,2001-02-05,1503
BATTERY,2001-02-12,1501
BATTERY,2001-02-19,1505
BATTERY,2001-02-26,1689
BATTERY,2001-03-05,1703
BATTERY,2001-03-12,1678
BATTERY,2001-03-19,1744
BATTERY,2001-03-26,1786
BATTERY,2001-04-02,1955
BATTERY,2001-04-09,1875
BATTERY,2001-04-16,1893
BATTERY,2001-04-23,2013
BATTERY,2001-04-30,2263
BATTERY,2001-05-07,1975
BATTERY,2001-05-14,2078
BATTERY,2001-05-21,1763
BATTERY,2001-05-28,1897
BATTERY,2001-06-04,1898
BATTERY,2001-06-11,2337
BATTERY,2001-06-18,1971
BATTERY,2001-06-25,2129
BATTERY,2001-07-02,2144
BATTERY,2001-07-09,2032
BATTERY,2001-07-16,2078
BATTERY,2001-07-23,2020
BATTERY,2001-07-30,2020
BATTERY,2001-08-06,2038
BATTERY,2001-08-13,1720
BATTERY,2001-08-20,1822
BATTERY,2001-08-27,1862
BATTERY,2001-09-03,1942
BATTERY,2001-09-10,1879
BATTERY,2001-09-17,1811
BATTERY,2001-09-24,1787
BATTERY,2001-10-01,1839
BATTERY,2001-10-08,1783
BATTERY,2001-10-15,1877
BATTERY,2001-10-22,1728
BATTERY,2001-10-29,1908
BATTERY,2001-11-05,1661
BATTERY,2001-11-12,1695
BATTERY,2001-11-19,1525
BATTERY,2001-11-26,1583
BATTERY,2001-12-03,1685
BATTERY,2001-12-10,1609
BATTERY,2001-12-17,1480
BATTERY,2001-12-24,1213
BATTERY,2001-12-31,1455
BATTERY,2002-01-07,1527
BATTERY,2002-01-14,1481
BATTERY,2002-01-21,1635
BATTERY,2002-01-28,1388
BATTERY,2002-02-04,1495
BATTERY,2002-02-11,1448
BATTERY,2002-02-18,1503
BATTERY,2002-02-25,1443
BATTERY,2002-03-04,1465
BATTERY,2002-03-11,1817
BATTERY,2002-03-18,1623
BATTERY,2002-03-25,1731
BATTERY,2002-04-01,1733
BATTERY,2002-04-08,1888
BATTERY,2002-04-15,1893
BATTERY,2002-04-22,1677
BATTERY,2002-04-29,1893
BATTERY,2002-05-06,1932
BATTERY,2002-05-13,1978
BATTERY,2002-05-20,1953
BATTERY,2002-05-27,2453
BATTERY,2002-06-03,2013
BATTERY,2002-06-10,2183
BATTERY,2002-06-17,2341
BATTERY,2002-06-24,2219
BATTERY,2002-07-01,2424
BATTERY,2002-07-08,2053
BATTERY,2002-07-15,2290
BATTERY,2002-07-22,2141
BATTERY,2002-07-29,2158
BATTERY,2002-08-05,1978
BATTERY,2002-08-12,1946
BATTERY,2002-08-19,1811
BATTERY,2002-08-26,1889
BATTERY,2002-09-02,2065
BATTERY,2002-09-09,2002
BATTERY,2002-09-16,1969
BATTERY,2002-09-23,1943
BATTERY,2002-09-30,2059
BATTERY,2002-10-07,1775
BATTERY,2002-10-14,1784
BATTERY,2002-10-21,1711
BATTERY,2002-10-28,1764
BATTERY,2002-11-04,1632
BATTERY,2002-11-11,1467
BATTERY,2002-11-18,1609
BATTERY,2002-11-25,1396
BATTERY,2002-12-02,1400
BATTERY,2002-12-09,1579
BATTERY,2002-12-16,1584
BATTERY,2002-12-23,1323
BATTERY,2002-12-30,1534
BATTERY,2003-01-06,1430
BATTERY,2003-01-13,1392
BATTERY,2003-01-20,1284
BATTERY,2003-01-27,1351
BATTERY,2003-02-03,1313
BATTERY,2003-02-10,1359
BATTERY,2003-02-17,1509
BATTERY,2003-02-24,1561
BATTERY,2003-03-03,1381
BATTERY,2003-03-10,1744
BATTERY,2003-03-17,1761
BATTERY,2003-03-24,1758
BATTERY,2003-03-31,1723
BATTERY,2003-04-07,1715
BATTERY,2003-04-14,1842
BATTERY,2003-04-21,1823
BATTERY,2003-04-28,1792
BATTERY,2003-05-05,1935
BATTERY,2003-05-12,1911
BATTERY,2003-05-19,1913
BATTERY,2003-05-26,1788
BATTERY,2003-06-02,1902
BATTERY,2003-06-09,2008
BATTERY,2003-06-16,2017
BATTERY,2003-06-23,2078
BATTERY,2003-06-30,2099
BATTERY,2003-07-07,1824
BATTERY,2003-07-14,1950
BATTERY,2003-07-21,1853
BATTERY,2003-07-28,1886
BATTERY,2003-08-04,1816
BATTERY,2003-08-11,1827
BATTERY,2003-08-18,1938
BATTERY,2003-08-25,1791
BATTERY,2003-09-01,1781
BATTERY,2003-09-08,1959
BATTERY,2003-09-15,1783
BATTERY,2003-09-22,1597
BATTERY,2003-09-29,1558
BATTERY,2003-10-06,1985
BATTERY,2003-10-13,1658
BATTERY,2003-10-20,1714
BATTERY,2003-10-27,1818
BATTERY,2003-11-03,1497
BATTERY,2003-11-10,1451
BATTERY,2003-11-17,1608
BATTERY,2003-11-24,1455
BATTERY,2003-12-01,1455
BATTERY,2003-12-08,1392
BATTERY,2003-12-15,1409
BATTERY,2003-12-22,1333
BATTERY,2003-12-29,1460
BATTERY,2004-01-05,1324
BATTERY,2004-01-12,1500
BATTERY,2004-01-19,1293
BATTERY,2004-01-26,1267
BATTERY,2004-02-02,1474
BATTERY,2004-02-09,1418
BATTERY,2004-02-16,1507
BATTERY,2004-02-23,1663
BATTERY,2004-03-01,1607
BATTERY,2004-03-08,1626
BATTERY,2004-03-15,1715
BATTERY,2004-03-22,1867
BATTERY,2004-03-29,1700
BATTERY,2004-04-05,1774
BATTERY,2004-04-12,1789
BATTERY,2004-04-19,1610
BATTERY,2004-04-26,1655
BATTERY,2004-05-03,1971
BATTERY,2004-05-10,1992
BATTERY,2004-05-17,1902
BATTERY,2004-05-24,1853
BATTERY,2004-05-31,1912
BATTERY,2004-06-07,2053
BATTERY,2004-06-14,2006
BATTERY,2004-06-21,1874
BATTERY,2004-06-28,1831
BATTERY,2004-07-05,1977
BATTERY,2004-07-12,1844
BATTERY,2004-07-19,1708
BATTERY,2004-07-26,1761
BATTERY,2004-08-02,1798
BATTERY,2004-08-09,1537
BATTERY,2004-08-16,1761
BATTERY,2004-08-23,1780
BATTERY,2004-08-30,1804
BATTERY,2004-09-06,1738
BATTERY,2004-09-13,1967
BATTERY,2004-09-20,1821
BATTERY,2004-09-27,1614
BATTERY,2004-10-04,1607
BATTERY,2004-10-11,1589
BATTERY,2004-10-18,1720
BATTERY,2004-10-25,1924
BATTERY,2004-11-01,1445
BATTERY,2004-11-08,1473
BATTERY,2004-11-15,1555
BATTERY,2004-11-22,1341
BATTERY,2004-11-29,1404
BATTERY,2004-12-06,1520
BATTERY,2004-12-13,1357
BATTERY,2004-12-20,1083
BATTERY,2004-12-27,1471
BATTERY,2005-01-03,1308
BATTERY,2005-01-10,1382
BATTERY,2005-01-17,1167
BATTERY,2005-01-24,1294
BATTERY,2005-01-31,1427
BATTERY,2005-02-07,1434
BATTERY,2005-02-14,1415
BATTERY,2005-02-21,1419
BATTERY,2005-02-28,1570
BATTERY,2005-03-07,1365
BATTERY,2005-03-14,1623
BATTERY,2005-03-21,1305
BATTERY,2005-03-28,1665
BATTERY,2005-04-04,2020
BATTERY,2005-04-11,1793
BATTERY,2005-04-18,1619
BATTERY,2005-04-25,1667
BATTERY,2005-05-02,1918
BATTERY,2005-05-09,1906
BATTERY,2005-05-16,1876
BATTERY,2005-05-23,1787
BATTERY,2005-05-30,1783
BATTERY,2005-06-06,2097
BATTERY,2005-06-13,1904
BATTERY,2005-06-20,1853
BATTERY,2005-06-27,1795
BATTERY,2005-07-04,1862
BATTERY,2005-07-11,1816
BATTERY,2005-07-18,1788
BATTERY,2005-07-25,1792
BATTERY,2005-08-01,1821
BATTERY,2005-08-08,1674
BATTERY,2005-08-15,1692
BATTERY,2005-08-22,1766
BATTERY,2005-08-29,1650
BATTERY,2005-09-05,1803
BATTERY,2005-09-12,1784
BATTERY,2005-09-19,1743
BATTERY,2005-09-26,1750
BATTERY,2005-10-03,1636
BATTERY,2005-10-10,1574
BATTERY,2005-10-17,1553
BATTERY,2005-10-24,1555
BATTERY,2005-10-31,1721
BATTERY,2005-11-07,1444
BATTERY,2005-11-14,1294
BATTERY,2005-11-21,1293
BATTERY,2005-11-28,1221
BATTERY,2005-12-05,1203
BATTERY,2005-12-12,1251
BATTERY,2005-12-19,1259
BATTERY,2005-12-26,1422
BATTERY,2006-01-02,1193
BATTERY,2006-01-09,1355
BATTERY,2006-01-16,1340
BATTERY,2006-01-23,1331
BATTERY,2006-01-30,1336
BATTERY,2006-02-06,1346
BATTERY,2006-02-13,1247
BATTERY,2006-02-20,1458
BATTERY,2006-02-27,1449
BATTERY,2006-03-06,1543
BATTERY,2006-03-13,1554
BATTERY,2006-03-20,1590
BATTERY,2006-03-27,1602
BATTERY,2006-04-03,1532
BATTERY,2006-04-10,1739
BATTERY,2006-04-17,1754
BATTERY,2006-04-24,1536
BATTERY,2006-05-01,1718
BATTERY,2006-05-08,1602
BATTERY,2006-05-15,1674
BATTERY,2006-05-22,1860
BATTERY,2006-05-29,1881
BATTERY,2006-06-05,1689
BATTERY,2006-06-12,1848
BATTERY,2006-06-19,1757
BATTERY,2006-06-26,1702
BATTERY,2006-07-03,1926
BATTERY,2006-07-10,1700
BATTERY,2006-07-17,1756
BATTERY,2006-07-24,1756
BATTERY,2006-07-31,1696
BATTERY,2006-08-07,1636
BATTERY,2006-08-14,1543
BATTERY,2006-08-21,1530
BATTERY,2006-08-28,1437
BATTERY,2006-09-04,1634
BATTERY,2006-09-11,1544
BATTERY,2006-09-18,1524
BATTERY,2006-09-25,1543
BATTERY,2006-10-02,1685
BATTERY,2006-10-09,1406
BATTERY,2006-10-16,1514
BATTERY,2006-10-23,1451
BATTERY,2006-10-30,1468
BATTERY,2006-11-06,1478
BATTERY,2006-11-13,1420
BATTERY,2006-11-20,1463
BATTERY,2006-11-27,1221
BATTERY,2006-12-04,1248
BATTERY,2006-12-11,1486
BATTERY,2006-12-18,1338
BATTERY,2006-12-25,1258
BATTERY,2007-01-01,1411
BATTERY,2007-01-08,1274
BATTERY,2007-01-15,1177
BATTERY,2007-01-22,1267
BATTERY,2007-01-29,1188
BATTERY,2007-02-05,1128
BATTERY,2007-02-12,1130
BATTERY,2007-02-19,1327
BATTERY,2007-02-26,1372
BATTERY,2007-03-05,1416
BATTERY,2007-03-12,1585
BATTERY,2007-03-19,1674
BATTERY,2007-03-26,1627
BATTERY,2007-04-02,1293
BATTERY,2007-04-09,1500
BATTERY,2007-04-16,1740
BATTERY,2007-04-23,1620
BATTERY,2007-04-30,1693
BATTERY,2007-05-07,1722
BATTERY,2007-05-14,1740
BATTERY,2007-05-21,1834
BATTERY,2007-05-28,1966
BATTERY,2007-06-04,1784
BATTERY,2007-06-11,1945
BATTERY,2007-06-18,1821
BATTERY,2007-06-25,1619
BATTERY,2007-07-02,1910
BATTERY,2007-07-09,1631
BATTERY,2007-07-16,1693
BATTERY,2007-07-23,1746
BATTERY,2007-07-30,1696
BATTERY,2007-08-06,1727
BATTERY,2007-08-13,1465
BATTERY,2007-08-20,1541
BATTERY,2007-08-27,1632
BATTERY,2007-09-03,1788
BATTERY,2007-09-10,1510
BATTERY,2007-09-17,1731
BATTERY,2007-09-24,1664
BATTERY,2007-10-01,1675
BATTERY,2007-10-08,1505
BATTERY,2007-10-15,1686
BATTERY,2007-10-22,1408
BATTERY,2007-10-29,1607
BATTERY,2007-11-05,1303
BATTERY,2007-11-12,1378
BATTERY,2007-11-19,1228
BATTERY,2007-11-26,1140
BATTERY,2007-12-03,1125
BATTERY,2007-12-10,1276
BATTERY,2007-12-17,1283
BATTERY,2007-12-24,1232
BATTERY,2007-12-31,1296
BATTERY,2008-01-07,1396
BATTERY,2008-01-14,1233
BATTERY,2008-01-21,1117
BATTERY,2008-01-28,1153
BATTERY,2008-02-04,1277
BATTERY,2008-02-11,1198
BATTERY,2008-02-18,1272
BATTERY,2008-02-25,1386
BATTERY,2008-03-03,1368
BATTERY,2008-03-10,1514
BATTERY,2008-03-17,1231
BATTERY,2008-03-24,1465
BATTERY,2008-03-31,1546
BATTERY,2008-04-07,1386
BATTERY,2008-04-14,1679
BATTERY,2008-04-21,1755
BATTERY,2008-04-28,1532
BATTERY,2008-05-05,1677
BATTERY,2008-05-12,1668
BATTERY,2008-05-19,1717
BATTERY,2008-05-26,1720
BATTERY,2008-06-02,1774
BATTERY,2008-06-09,1938
BATTERY,2008-06-16,1624
BATTERY,2008-06-23,1654
BATTERY,2008-06-30,1695
BATTERY,2008-07-07,1677
BATTERY,2008-07-14,1642
BATTERY,2008-07-21,1661
BATTERY,2008-07-28,1687
BATTERY,2008-08-04,1518
BATTERY,2008-08-11,1626
BATTERY,2008-08-18,1650
BATTERY,2008-08-25,1541
BATTERY,2008-09-01,1507
BATTERY,2008-09-08,1386
BATTERY,2008-09-15,1676
BATTERY,2008-09-22,1654
BATTERY,2008-09-29,1311
BATTERY,2008-10-06,1570
BATTERY,2008-10-13,1401
BATTERY,2008-10-20,1251
BATTERY,2008-10-27,1478
BATTERY,2008-11-03,1378
BATTERY,2008-11-10,1155
BATTERY,2008-11-17,1195
BATTERY,2008-11-24,1179
BATTERY,2008-12-01,1048
BATTERY,2008-12-08,1138
BATTERY,2008-12-15,1062
BATTERY,2008-12-22,974
BATTERY,2008-12-29,1296
BATTERY,2009-01-05,1081
